                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    821,                0.35317,                0.21623,                0.81217,                0.99973,                      1,                  0.995,                0.73335,                0.86005,                0.32706,                 1.0995,             0.00042634,             0.00042634,             0.00042634
                    822,                0.32897,                0.20224,                0.83127,                0.99973,                      1,                  0.995,                0.73478,                0.86201,                0.32589,                 1.1017,             0.00042482,             0.00042482,             0.00042482
                    823,                0.35192,                0.22099,                0.82108,                0.99973,                      1,                  0.995,                0.73478,                0.86201,                0.32589,                 1.1017,             0.00042331,             0.00042331,             0.00042331
                    824,                0.37672,                0.23112,                0.81098,                0.99973,                      1,                  0.995,                0.73001,                0.85998,                 0.3259,                 1.0995,             0.00042179,             0.00042179,             0.00042179
                    825,                0.33141,                0.20239,                0.81869,                0.99973,                      1,                  0.995,                0.73001,                0.85998,                 0.3259,                 1.0995,             0.00042028,             0.00042028,             0.00042028
                    826,                0.33797,                0.21988,                 0.8111,                0.99973,                      1,                  0.995,                0.73237,                0.86302,                0.31863,                 1.0996,             0.00041876,             0.00041876,             0.00041876
                    827,                0.33757,                 0.2087,                0.80479,                0.99973,                      1,                  0.995,                0.73237,                0.86302,                0.31863,                 1.0996,             0.00041725,             0.00041725,             0.00041725
                    828,                0.30668,                0.19503,                0.82713,                0.99973,                      1,                  0.995,                0.73789,                0.86936,                0.31931,                 1.1018,             0.00041574,             0.00041574,             0.00041574
                    829,                0.34892,                0.22919,                0.82577,                0.99973,                      1,                  0.995,                0.73789,                0.86936,                0.31931,                 1.1018,             0.00041422,             0.00041422,             0.00041422
                    830,                0.37396,                0.23546,                0.80019,                0.99973,                      1,                  0.995,                0.73136,                0.87662,                0.32132,                 1.1052,             0.00041271,             0.00041271,             0.00041271
                    831,                0.34976,                 0.2117,                0.83288,                0.99973,                      1,                  0.995,                0.73136,                0.87662,                0.32132,                 1.1052,             0.00041119,             0.00041119,             0.00041119
                    832,                 0.3473,                0.21673,                0.83107,                0.99973,                      1,                  0.995,                0.72997,                0.87588,                0.32298,                 1.1067,             0.00040968,             0.00040968,             0.00040968
                    833,                0.34255,                0.22285,                0.79942,                0.99973,                      1,                  0.995,                0.72997,                0.87588,                0.32298,                 1.1067,             0.00040816,             0.00040816,             0.00040816
                    834,                0.29347,                0.19075,                0.80076,                0.99974,                      1,                  0.995,                0.72547,                0.87015,                0.31879,                 1.1056,             0.00040665,             0.00040665,             0.00040665
                    835,                0.33077,                 0.2125,                0.84582,                0.99974,                      1,                  0.995,                0.72547,                0.87015,                0.31879,                 1.1056,             0.00040513,             0.00040513,             0.00040513
                    836,                0.34504,                0.20615,                0.83393,                0.99974,                      1,                  0.995,                0.72412,                0.87227,                0.31496,                 1.1092,             0.00040362,             0.00040362,             0.00040362
                    837,                0.31622,                0.20492,                0.81424,                0.99974,                      1,                  0.995,                0.72412,                0.87227,                0.31496,                 1.1092,              0.0004021,              0.0004021,              0.0004021
                    838,                0.35885,                0.21503,                0.79722,                0.99973,                      1,                  0.995,                0.72663,                0.87408,                0.31863,                 1.1123,             0.00040059,             0.00040059,             0.00040059
                    839,                0.29052,                0.19298,                 0.7861,                0.99973,                      1,                  0.995,                0.72663,                0.87408,                0.31863,                 1.1123,             0.00039907,             0.00039907,             0.00039907
                    840,                0.34869,                0.21407,                0.81098,                0.99973,                      1,                  0.995,                0.73377,                0.88328,                0.31973,                 1.1189,             0.00039756,             0.00039756,             0.00039756
                    841,                0.33866,                0.21502,                0.83826,                0.99973,                      1,                  0.995,                0.73377,                0.88328,                0.31973,                 1.1189,             0.00039604,             0.00039604,             0.00039604
                    842,                0.40359,                0.24303,                 0.8171,                0.99973,                      1,                  0.995,                 0.7331,                0.89345,                0.31924,                 1.1257,             0.00039453,             0.00039453,             0.00039453
                    843,                0.34356,                0.21414,                0.82437,                0.99973,                      1,                  0.995,                 0.7331,                0.89345,                0.31924,                 1.1257,             0.00039301,             0.00039301,             0.00039301
                    844,                0.33648,                0.20112,                0.81465,                0.99973,                      1,                  0.995,                 0.7323,                0.88786,                0.31909,                 1.1236,              0.0003915,              0.0003915,              0.0003915
                    845,                0.34048,                0.21416,                0.79654,                0.99973,                      1,                  0.995,                 0.7323,                0.88786,                0.31909,                 1.1236,             0.00038998,             0.00038998,             0.00038998
                    846,                0.34556,                0.21088,                0.83785,                0.99973,                      1,                  0.995,                0.72885,                0.87361,                0.31868,                 1.1149,             0.00038847,             0.00038847,             0.00038847
                    847,                0.32112,                0.20446,                 0.8211,                0.99973,                      1,                  0.995,                0.72885,                0.87361,                0.31868,                 1.1149,             0.00038695,             0.00038695,             0.00038695
                    848,                0.30203,                0.18619,                0.79581,                0.99973,                      1,                  0.995,                  0.731,                0.87333,                0.32022,                 1.1148,             0.00038544,             0.00038544,             0.00038544
                    849,                0.31599,                0.20443,                0.79967,                0.99973,                      1,                  0.995,                  0.731,                0.87333,                0.32022,                 1.1148,             0.00038392,             0.00038392,             0.00038392
                    850,                0.30936,                0.19718,                0.80532,                0.99973,                      1,                  0.995,                0.73337,                0.87294,                0.31836,                 1.1132,             0.00038241,             0.00038241,             0.00038241
                    851,                0.33647,                0.21572,                0.81176,                0.99973,                      1,                  0.995,                0.73337,                0.87294,                0.31836,                 1.1132,             0.00038089,             0.00038089,             0.00038089
                    852,                0.35564,                0.22795,                0.83117,                0.99973,                      1,                  0.995,                0.72912,                0.87094,                 0.3204,                 1.1116,             0.00037938,             0.00037938,             0.00037938
                    853,                0.30513,                0.20074,                 0.8234,                0.99973,                      1,                  0.995,                0.72912,                0.87094,                 0.3204,                 1.1116,             0.00037786,             0.00037786,             0.00037786
                    854,                0.29792,                0.18952,                0.81656,                0.99973,                      1,                  0.995,                0.72747,                0.86836,                0.32031,                 1.1123,             0.00037635,             0.00037635,             0.00037635
                    855,                0.30664,                0.19053,                0.81202,                0.99973,                      1,                  0.995,                0.72747,                0.86836,                0.32031,                 1.1123,             0.00037483,             0.00037483,             0.00037483
                    856,                0.31577,                0.20104,                0.80808,                0.99974,                      1,                  0.995,                0.73393,                0.86273,                0.32438,                 1.1085,             0.00037332,             0.00037332,             0.00037332
                    857,                0.34597,                0.21648,                0.79112,                0.99974,                      1,                  0.995,                0.73393,                0.86273,                0.32438,                 1.1085,              0.0003718,              0.0003718,              0.0003718
                    858,                0.33907,                  0.216,                0.79728,                0.99974,                      1,                  0.995,                0.72409,                0.86075,                0.32265,                 1.1073,             0.00037029,             0.00037029,             0.00037029
                    859,                0.30615,                0.19989,                0.80182,                0.99974,                      1,                  0.995,                0.72409,                0.86075,                0.32265,                 1.1073,             0.00036877,             0.00036877,             0.00036877
                    860,                0.29185,                0.19648,                0.79713,                0.99974,                      1,                  0.995,                0.72593,                 0.8655,                0.32522,                 1.1106,             0.00036726,             0.00036726,             0.00036726
                    861,                0.31512,                0.20007,                0.81506,                0.99974,                      1,                  0.995,                0.72593,                 0.8655,                0.32522,                 1.1106,             0.00036575,             0.00036575,             0.00036575
                    862,                0.30813,                0.21269,                0.78872,                0.99974,                      1,                  0.995,                0.72839,                0.86931,                0.32125,                 1.1158,             0.00036423,             0.00036423,             0.00036423
                    863,                0.32287,                0.20693,                0.81459,                0.99974,                      1,                  0.995,                0.72839,                0.86931,                0.32125,                 1.1158,             0.00036272,             0.00036272,             0.00036272
                    864,                0.31486,                0.20449,                0.80974,                0.99887,                      1,                  0.995,                0.72706,                 0.8736,                0.32253,                 1.1184,              0.0003612,              0.0003612,              0.0003612
                    865,                0.31092,                0.20042,                0.82124,                0.99887,                      1,                  0.995,                0.72706,                 0.8736,                0.32253,                 1.1184,             0.00035969,             0.00035969,             0.00035969
                    866,                0.33354,                0.20803,                0.83569,                0.99889,                      1,                  0.995,                0.72519,                0.87071,                0.32011,                 1.1171,             0.00035817,             0.00035817,             0.00035817
                    867,                0.32951,                0.20983,                0.81704,                0.99889,                      1,                  0.995,                0.72519,                0.87071,                0.32011,                 1.1171,             0.00035666,             0.00035666,             0.00035666
                    868,                0.30622,                0.19847,                0.81026,                0.99891,                      1,                  0.995,                0.72538,                0.86597,                0.31679,                 1.1138,             0.00035514,             0.00035514,             0.00035514
                    869,                0.33601,                  0.209,                0.82568,                0.99891,                      1,                  0.995,                0.72538,                0.86597,                0.31679,                 1.1138,             0.00035363,             0.00035363,             0.00035363
                    870,                0.33819,                0.22028,                0.78726,                0.99973,                      1,                  0.995,                0.72666,                  0.861,                 0.3182,                 1.1129,             0.00035211,             0.00035211,             0.00035211
                    871,                0.35627,                0.22346,                0.83185,                0.99973,                      1,                  0.995,                0.72666,                  0.861,                 0.3182,                 1.1129,              0.0003506,              0.0003506,              0.0003506
                    872,                0.29697,                0.19298,                0.80123,                0.99973,                      1,                  0.995,                0.73001,                0.85807,                0.31993,                 1.1119,             0.00034908,             0.00034908,             0.00034908
                    873,                0.29103,                0.19814,                 0.8072,                0.99973,                      1,                  0.995,                0.73001,                0.85807,                0.31993,                 1.1119,             0.00034757,             0.00034757,             0.00034757
                    874,                 0.3187,                0.20237,                0.77812,                0.99973,                      1,                  0.995,                0.72922,                0.86717,                0.32418,                 1.1143,             0.00034605,             0.00034605,             0.00034605
                    875,                0.31447,                0.19839,                0.82156,                0.99973,                      1,                  0.995,                0.72922,                0.86717,                0.32418,                 1.1143,             0.00034454,             0.00034454,             0.00034454
                    876,                0.31642,                0.21197,                0.82857,                0.99973,                      1,                  0.995,                0.72683,                0.86961,                0.32118,                 1.1139,             0.00034302,             0.00034302,             0.00034302
                    877,                0.32543,                0.20655,                 0.8521,                0.99973,                      1,                  0.995,                0.72683,                0.86961,                0.32118,                 1.1139,             0.00034151,             0.00034151,             0.00034151
                    878,                0.35148,                0.20913,                0.81716,                0.99973,                      1,                  0.995,                0.73033,                0.86356,                0.31577,                 1.1121,             0.00033999,             0.00033999,             0.00033999
                    879,                0.29787,                0.20227,                0.81277,                0.99973,                      1,                  0.995,                0.73033,                0.86356,                0.31577,                 1.1121,             0.00033848,             0.00033848,             0.00033848
                    880,                0.30609,                0.20273,                0.82123,                0.99973,                      1,                  0.995,                0.72972,                0.85604,                0.31484,                 1.1086,             0.00033696,             0.00033696,             0.00033696
                    881,                0.31873,                0.19597,                0.80285,                0.99973,                      1,                  0.995,                0.72972,                0.85604,                0.31484,                 1.1086,             0.00033545,             0.00033545,             0.00033545
                    882,                0.28646,                0.18473,                0.80404,                0.99973,                      1,                  0.995,                0.73349,                 0.8499,                0.31642,                 1.1065,             0.00033393,             0.00033393,             0.00033393
                    883,                0.29648,                 0.1876,                0.81518,                0.99973,                      1,                  0.995,                0.73349,                 0.8499,                0.31642,                 1.1065,             0.00033242,             0.00033242,             0.00033242
                    884,                0.32903,                0.20996,                0.82617,                0.99972,                      1,                  0.995,                0.73843,                0.85392,                0.31584,                 1.1096,              0.0003309,              0.0003309,              0.0003309
                    885,                0.30651,                0.19241,                0.80652,                0.99972,                      1,                  0.995,                0.73843,                0.85392,                0.31584,                 1.1096,             0.00032939,             0.00032939,             0.00032939
                    886,                0.30835,                0.19883,                0.82319,                0.99973,                      1,                  0.995,                0.73779,                0.86182,                0.31794,                  1.114,             0.00032787,             0.00032787,             0.00032787
                    887,                0.30711,                 0.1907,                0.81554,                0.99973,                      1,                  0.995,                0.73779,                0.86182,                0.31794,                  1.114,             0.00032636,             0.00032636,             0.00032636
                    888,                0.29754,                0.19192,                0.80421,                0.99972,                      1,                  0.995,                0.73638,                0.86153,                 0.3179,                 1.1125,             0.00032484,             0.00032484,             0.00032484
                    889,                0.28508,                0.19019,                0.81155,                0.99972,                      1,                  0.995,                0.73638,                0.86153,                 0.3179,                 1.1125,             0.00032333,             0.00032333,             0.00032333
                    890,                0.31646,                0.20685,                0.79298,                0.99973,                      1,                  0.995,                0.74051,                0.85456,                0.31886,                 1.1081,             0.00032181,             0.00032181,             0.00032181
                    891,                0.27868,                0.18577,                0.80098,                0.99973,                      1,                  0.995,                0.74051,                0.85456,                0.31886,                 1.1081,              0.0003203,              0.0003203,              0.0003203
                    892,                0.34759,                0.21385,                0.85772,                0.99973,                      1,                  0.995,                0.74343,                0.85272,                0.31448,                 1.1073,             0.00031878,             0.00031878,             0.00031878
                    893,                0.29754,                0.20343,                0.78212,                0.99973,                      1,                  0.995,                0.74343,                0.85272,                0.31448,                 1.1073,             0.00031727,             0.00031727,             0.00031727
                    894,                0.31872,                0.20887,                0.80147,                0.99973,                      1,                  0.995,                0.74319,                0.85511,                0.31388,                 1.1086,             0.00031576,             0.00031576,             0.00031576
                    895,                0.30474,                0.18646,                0.80621,                0.99973,                      1,                  0.995,                0.74319,                0.85511,                0.31388,                 1.1086,             0.00031424,             0.00031424,             0.00031424
                    896,                0.31763,                0.19959,                0.82454,                0.99973,                      1,                  0.995,                0.74024,                 0.8574,                0.31274,                 1.1131,             0.00031273,             0.00031273,             0.00031273
                    897,                0.33517,                0.21888,                0.80655,                0.99973,                      1,                  0.995,                0.74024,                 0.8574,                0.31274,                 1.1131,             0.00031121,             0.00031121,             0.00031121
                    898,                0.34108,                0.20048,                0.82393,                0.99973,                      1,                  0.995,                0.73531,                0.86225,                0.31979,                 1.1185,              0.0003097,              0.0003097,              0.0003097
                    899,                0.29759,                 0.2008,                0.80861,                0.99973,                      1,                  0.995,                0.73531,                0.86225,                0.31979,                 1.1185,             0.00030818,             0.00030818,             0.00030818
                    900,                0.29062,                0.19536,                0.80539,                0.99973,                      1,                  0.995,                0.73149,                0.87028,                0.32451,                 1.1245,             0.00030667,             0.00030667,             0.00030667
                    901,                0.34883,                0.21509,                0.85364,                0.99973,                      1,                  0.995,                0.73149,                0.87028,                0.32451,                 1.1245,             0.00030515,             0.00030515,             0.00030515
                    902,                0.33769,                0.22489,                0.79279,                0.99878,                      1,                  0.995,                0.73096,                0.86967,                0.32139,                 1.1257,             0.00030364,             0.00030364,             0.00030364
                    903,                0.28055,                0.18705,                0.81484,                0.99878,                      1,                  0.995,                0.73096,                0.86967,                0.32139,                 1.1257,             0.00030212,             0.00030212,             0.00030212
                    904,                0.32386,                0.20929,                0.84752,                0.99875,                      1,                  0.995,                0.73109,                0.86462,                0.31759,                 1.1235,             0.00030061,             0.00030061,             0.00030061
                    905,                0.32054,                0.20813,                0.79047,                0.99875,                      1,                  0.995,                0.73109,                0.86462,                0.31759,                 1.1235,             0.00029909,             0.00029909,             0.00029909
                    906,                0.28609,                0.19093,                0.80414,                0.99876,                      1,                  0.995,                0.73254,                0.86125,                0.32067,                 1.1208,             0.00029758,             0.00029758,             0.00029758
                    907,                0.29242,                0.19243,                0.80367,                0.99876,                      1,                  0.995,                0.73254,                0.86125,                0.32067,                 1.1208,             0.00029606,             0.00029606,             0.00029606
                    908,                0.36768,                 0.2126,                0.85522,                 0.9988,                      1,                  0.995,                0.72714,                 0.8557,                0.31895,                 1.1179,             0.00029455,             0.00029455,             0.00029455
                    909,                0.29129,                0.18876,                0.79157,                 0.9988,                      1,                  0.995,                0.72714,                 0.8557,                0.31895,                 1.1179,             0.00029303,             0.00029303,             0.00029303
                    910,                0.32953,                0.20468,                0.78607,                0.99886,                      1,                  0.995,                0.72851,                0.84988,                0.31746,                 1.1148,             0.00029152,             0.00029152,             0.00029152
                    911,                0.30214,                0.19111,                0.80296,                0.99886,                      1,                  0.995,                0.72851,                0.84988,                0.31746,                 1.1148,                0.00029,                0.00029,                0.00029
                    912,                0.28203,                0.18531,                0.80133,                0.99895,                      1,                  0.995,                0.72945,                 0.8503,                0.31384,                 1.1143,             0.00028849,             0.00028849,             0.00028849
                    913,                0.31237,                0.20409,                0.79514,                0.99895,                      1,                  0.995,                0.72945,                 0.8503,                0.31384,                 1.1143,             0.00028697,             0.00028697,             0.00028697
                    914,                0.29424,                  0.186,                0.80652,                0.99902,                      1,                  0.995,                0.72741,                0.85716,                0.31566,                 1.1158,             0.00028546,             0.00028546,             0.00028546
                    915,                 0.3011,                0.19308,                0.79521,                0.99902,                      1,                  0.995,                0.72741,                0.85716,                0.31566,                 1.1158,             0.00028394,             0.00028394,             0.00028394
                    916,                0.31223,                0.20476,                0.80833,                0.99973,                      1,                  0.995,                0.72542,                0.86443,                0.31514,                 1.1188,             0.00028243,             0.00028243,             0.00028243
                    917,                0.28885,                0.19082,                 0.8325,                0.99973,                      1,                  0.995,                0.72542,                0.86443,                0.31514,                 1.1188,             0.00028091,             0.00028091,             0.00028091
                    918,                0.28658,                0.18532,                 0.8034,                0.99973,                      1,                  0.995,                0.72606,                0.86663,                0.31773,                 1.1202,              0.0002794,              0.0002794,              0.0002794
                    919,                0.31041,                0.20331,                0.80038,                0.99973,                      1,                  0.995,                0.72606,                0.86663,                0.31773,                 1.1202,             0.00027788,             0.00027788,             0.00027788
                    920,                0.30307,                0.19358,                0.80613,                0.99973,                      1,                  0.995,                0.72895,                0.86338,                0.31572,                 1.1201,             0.00027637,             0.00027637,             0.00027637
                    921,                  0.301,                0.19244,                  0.816,                0.99973,                      1,                  0.995,                0.72895,                0.86338,                0.31572,                 1.1201,             0.00027485,             0.00027485,             0.00027485
                    922,                0.30523,                0.20469,                0.80537,                0.99904,                      1,                  0.995,                0.72618,                0.86369,                0.31619,                 1.1209,             0.00027334,             0.00027334,             0.00027334
                    923,                0.29911,                0.19764,                0.79742,                0.99904,                      1,                  0.995,                0.72618,                0.86369,                0.31619,                 1.1209,             0.00027182,             0.00027182,             0.00027182
                    924,                0.33184,                0.21848,                0.80377,                  0.999,                      1,                  0.995,                0.72563,                0.86465,                0.31654,                 1.1205,             0.00027031,             0.00027031,             0.00027031
                    925,                0.28313,                0.19442,                0.80002,                  0.999,                      1,                  0.995,                0.72563,                0.86465,                0.31654,                 1.1205,             0.00026879,             0.00026879,             0.00026879
                    926,                0.30638,                0.21108,                0.80737,                0.99892,                      1,                  0.995,                0.72759,                0.86951,                0.31407,                 1.1219,             0.00026728,             0.00026728,             0.00026728
                    927,                0.36823,                0.22094,                0.81667,                0.99892,                      1,                  0.995,                0.72759,                0.86951,                0.31407,                 1.1219,             0.00026577,             0.00026577,             0.00026577
                    928,                0.29166,                0.18866,                0.82658,                0.99886,                      1,                  0.995,                0.72871,                0.87012,                0.31523,                 1.1222,             0.00026425,             0.00026425,             0.00026425
                    929,                 0.3277,                0.21157,                0.86099,                0.99886,                      1,                  0.995,                0.72871,                0.87012,                0.31523,                 1.1222,             0.00026274,             0.00026274,             0.00026274
                    930,                0.35194,                0.23624,                0.82064,                0.99882,                      1,                  0.995,                0.72598,                0.86836,                 0.3143,                 1.1223,             0.00026122,             0.00026122,             0.00026122
                    931,                0.36276,                0.23097,                0.79768,                0.99882,                      1,                  0.995,                0.72598,                0.86836,                 0.3143,                 1.1223,             0.00025971,             0.00025971,             0.00025971
                    932,                0.30033,                0.19813,                0.79023,                0.99878,                      1,                  0.995,                0.72461,                0.86592,                 0.3138,                 1.1219,             0.00025819,             0.00025819,             0.00025819
                    933,                0.28967,                0.18491,                0.78413,                0.99878,                      1,                  0.995,                0.72461,                0.86592,                 0.3138,                 1.1219,             0.00025668,             0.00025668,             0.00025668
                    934,                0.25864,                0.17463,                 0.8091,                0.99876,                      1,                  0.995,                0.72935,                0.85898,                 0.3159,                 1.1197,             0.00025516,             0.00025516,             0.00025516
                    935,                0.28792,                0.19247,                0.79216,                0.99876,                      1,                  0.995,                0.72935,                0.85898,                 0.3159,                 1.1197,             0.00025365,             0.00025365,             0.00025365
                    936,                0.32317,                0.20221,                0.78751,                0.99878,                      1,                  0.995,                0.72901,                0.85485,                0.31526,                 1.1173,             0.00025213,             0.00025213,             0.00025213
                    937,                0.30954,                0.19349,                0.82924,                0.99878,                      1,                  0.995,                0.72901,                0.85485,                0.31526,                 1.1173,             0.00025062,             0.00025062,             0.00025062
                    938,                0.31345,                0.19438,                0.82968,                0.99881,                      1,                  0.995,                0.72935,                0.85479,                0.31742,                 1.1179,              0.0002491,              0.0002491,              0.0002491
                    939,                0.31368,                0.20254,                0.80282,                0.99881,                      1,                  0.995,                0.72935,                0.85479,                0.31742,                 1.1179,             0.00024759,             0.00024759,             0.00024759
                    940,                0.27959,                0.18105,                0.79278,                0.99885,                      1,                  0.995,                0.73232,                 0.8553,                0.31714,                 1.1193,             0.00024607,             0.00024607,             0.00024607
                    941,                0.27541,                0.18737,                0.80275,                0.99885,                      1,                  0.995,                0.73232,                 0.8553,                0.31714,                 1.1193,             0.00024456,             0.00024456,             0.00024456
                    942,                0.30342,                0.18281,                0.81001,                0.99889,                      1,                  0.995,                0.73218,                0.86063,                0.32387,                 1.1223,             0.00024304,             0.00024304,             0.00024304
                    943,                0.27722,                0.18051,                0.79011,                0.99889,                      1,                  0.995,                0.73218,                0.86063,                0.32387,                 1.1223,             0.00024153,             0.00024153,             0.00024153
                    944,                0.28375,                0.18578,                0.79405,                0.99973,                      1,                  0.995,                0.72723,                0.86304,                0.32477,                 1.1235,             0.00024001,             0.00024001,             0.00024001
                    945,                0.28358,                 0.1901,                0.79269,                0.99973,                      1,                  0.995,                0.72723,                0.86304,                0.32477,                 1.1235,              0.0002385,              0.0002385,              0.0002385
                    946,                0.26615,                0.17396,                0.78233,                0.99973,                      1,                  0.995,                0.73108,                 0.8585,                0.31593,                  1.123,             0.00023698,             0.00023698,             0.00023698
                    947,                0.33083,                0.20782,                0.80712,                0.99973,                      1,                  0.995,                0.73108,                 0.8585,                0.31593,                  1.123,             0.00023547,             0.00023547,             0.00023547
                    948,                0.28012,                 0.1898,                0.80647,                0.99973,                      1,                  0.995,                0.73092,                0.85625,                0.31749,                 1.1222,             0.00023395,             0.00023395,             0.00023395
                    949,                0.32231,                0.20176,                0.82003,                0.99973,                      1,                  0.995,                0.73092,                0.85625,                0.31749,                 1.1222,             0.00023244,             0.00023244,             0.00023244
                    950,                0.29364,                 0.1893,                0.81174,                0.99901,                      1,                  0.995,                0.73104,                0.85835,                 0.3163,                 1.1224,             0.00023092,             0.00023092,             0.00023092
                    951,                0.30818,                0.20253,                0.80808,                0.99901,                      1,                  0.995,                0.73104,                0.85835,                 0.3163,                 1.1224,             0.00022941,             0.00022941,             0.00022941
                    952,                0.28348,                0.18293,                0.80317,                0.99903,                      1,                  0.995,                0.73134,                0.86282,                0.32396,                  1.122,             0.00022789,             0.00022789,             0.00022789
                    953,                0.28334,                0.18891,                0.80368,                0.99903,                      1,                  0.995,                0.73134,                0.86282,                0.32396,                  1.122,             0.00022638,             0.00022638,             0.00022638
                    954,                0.30801,                0.20538,                 0.7914,                0.99903,                      1,                  0.995,                0.73408,                0.86484,                 0.3253,                 1.1226,             0.00022486,             0.00022486,             0.00022486
